$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$26683723$后来的我们$华盛顿樱桃树$2018-04-23 23:45:20$8807$最好的是演员，周冬雨完全开辟出自己的戏路。小井进步惊人，已长出美丽。最差的是编剧，没有一场完全连贯的戏，几乎都是攒的。
1$26683723$后来的我们$桃桃林林$2018-04-28 14:41:58$2159$我能指出这个片子一大堆问题，但是，还是会被一些细节所感动，就好像周冬雨说i miss you的时候。看完之后，你就明白，这确实是刘若英的电影，整个电影都非常刘若英。另外，这差不多是我看到的最好的周冬雨了。
2$26683723$后来的我们$94阿毛$2018-04-27 21:16:59$7152$毫无看点可言。剧情处处是硬伤！这是电影吗？这是PPT，刘小姐，还是回去唱歌吧。
3$26683723$后来的我们$烦烦$2018-04-23 20:27:28$14214$台词矫情的令人发指！
4$26683723$后来的我们$影志$2018-04-23 23:54:49$2376$卖光盘的地下通道，鼎好电脑城，北京的地下室和隔断房，舍不得打车，老家的辣椒酱…07年的北京汇成一道回忆光景。“幸福不是故事，不幸才是”后来的我们什么都有了，却没了我们。“想不负此生真的很难” 前半段和结尾有抹泪…
5$26683723$后来的我们$朝暮雪$2018-04-28 11:47:31$1494$1.羡慕你们长得好看的，坐个火车就能艳遇。不像我，坐火箭都没用。2.周冬雨对69真执着，《奇门遁甲》里扇大鹏69个耳光，《后来的我们》说她69岁。3.为什么现在的电影全是拍北京，可不可以给广州上海成都一个机会？4.应该彩色部分倒叙，黑白部分正叙，至少8.5分。
6$26683723$后来的我们$哪吒男$2018-04-24 00:04:13$1191$拜托田壮壮老师多接戏接好戏！！！！太会演太催泪了。
7$26683723$后来的我们$眠去$2018-04-28 14:49:37$496$i miss you, i missed you. 田壮壮才是电影的镇海魂啊。“缘分这事，只要不负对方就好，不负此生，太难了……”人生，全在这封信里了。
8$26683723$后来的我们$西楼尘$2018-05-01 12:47:34$422$上九天揽月不难，难的是踏进的车厢没有你；下五洋捉鳖不怕，怕的是后来的结局没有我。我戴上自尊的假发，回到故乡换不回尊重；你留恋幸福的沙发，来到他乡弄丢了幸福。故乡容纳不了灵魂，他乡安置不了肉身。游戏里滚动千句抱歉，现实中只剩沉默。火车停运飞机晚点，现实黑白回忆彩色，最难是不负此生。
9$26683723$后来的我们$末药煎肉塔$2018-04-23 16:20:20$10003$现在还把北京设定为梦想之城的，大概受众也是瞄准了小镇青年吧（多次冲北京喊话真是挺尴尬的）。剧情拖太长，唯一的泪点还是田壮壮演的老爸，周冬雨老演这种角色不会腻吗？
10$26683723$后来的我们$frozenmoon$2018-04-28 15:05:56$293$不知道多少人看过网飞出品的《蓝色杰伊》，这故事确实让我想起那部有关重逢和错失的电影，同样的黑白影调，同样的当下和过去之间的交缠。如果说哪里不好，或许在出租车上向北京喊话的桥段太尴尬，或许男孩儿最后的成功太浮夸，但细节和情感都还好，带着真实生活的蒸汽和茸毛。
11$26683723$后来的我们$G弦上的咏叹调$2018-04-27 21:50:35$843$刘若英实在是太让人惊喜的导演，全篇架构简单却感情真挚细腻，更难得的是在前任的故事再加入了长辈的视角，全篇都没有《后来》反而是一些街角流浪歌手的民谣，好好听，票房超不过前任3我真的要气气气死了！
12$26683723$后来的我们$Vivi$2018-04-28 00:54:02$4291$"荤段子还是挺搞笑
