$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$30413052$攀登者$孔府小鱼$2019-09-28 18:15:09$1681$9.28点映，不应该叫《攀登者》，就应该叫《珠峰绝恋》，登珠峰的时候用公共通讯频道谈恋爱，真的没有必要，还把中国第一个北峰登顶珠峰的女登山队员拍成恋爱脑。 大规模改台词重新配音，浪费了张译和章子怡的台词功底，表情带的感情和台词语气带的感情配不上，吴京的动作戏过于浮夸，海拔六千米以上再敏捷也不是飞檐走壁那种敏捷，而且浪费太多张译的表演，和吴京的对手戏完全能撑起大半部电影，愣是半路失踪。非要横着比，比《战狼2》都不知道差了多少。
1$30413052$攀登者$朝暮雪$2019-09-30 13:35:05$819$"方五洲、李国梁的两段爱情太尬了，爱情戏完全是为了加入而加入，和整部电影格格不入。
方五洲身上顶着巨大的冰块，其它人都不赶紧来帮忙，还傻愣愣地站着。
徐缨不可以把注意事项转告给同事，让他们爬上去告诉方五洲吗？非要自己亲自爬上去吗？
还有方五洲飞身跳跃冰裂缝、趴在梯子上滑行……
很多桥段都太假了，完全没必要把真实的故事拍成了动作大片。画蛇添足，过犹不及。
把登山队个个拍得武功盖世，就像特工一样，而没有突出他们也只是普通人的特点，完全偏离了改编真实事件的初衷。
把方五洲塑造成飞檐走壁的武林高手，冰块砸不死，冰雪冻不死，就像超级英雄一样；
把松林塑造成一个为了登顶不顾一切，甚至不在乎队友生命的人；
这样拍不是在歌颂他们，是在黑他们。
如果用更纪实的方式来拍，并不会显得他们普通，反而更能体现他们的伟大。"
2$30413052$攀登者$晚不安$2019-09-28 18:18:01$983$前半段负分，后半段零分。感情戏按偶像剧写，吴京的动作戏按超英片写，这种混搭的质感让我完全懵圈了，就差没跟《烈火英雄》一样冲着大自然喊话了。两个小时的东拉西扯，艺术感染力完全不如茨威格一篇《伟大的悲剧》。在一部最需要展现人性的电影里，我却连一个真正的人都看不到。文戏崩塌成这样，再怎么努力攀登也是白搭。重剪的传闻可能是真的，饶是徐克也救不回武功尽失的李仁港啊。
